radeg,decdeg,Johnson_V,Johnson_B
84.03848,34.121997,14.144,14.808
83.976482,33.908453,13.322,14.805
83.774107,34.052808,14.133,14.8
84.081662,34.050129,13.991,14.797
84.186663,33.907309,13.917,14.775
83.961715,34.101073,14.057,14.773
84.004678,34.128521,14.159,14.772
83.956363,33.90336,14.338,14.757
83.762755,34.230505,14.09,14.753
84.303708,34.075224,14.008,14.746
84.099078,34.153859,14.012,14.745
83.923783,34.213477,13.797,14.722
84.024845,33.874915,13.809,14.712
84.024382,34.206367,13.954,14.697
84.112112,33.996195,13.879,14.69
83.973114,34.134098,13.975,14.685
84.110731,34.121439,13.92,14.664
83.807595,34.181061,14.014,14.655
84.271771,34.110007,13.846,14.644
84.001367,34.015275,13.988,14.637
84.312761,34.012973,14.164,14.632
84.141926,34.247348,13.983,14.631
83.966996,34.352481,12.669,14.628
84.044181,33.983345,13.833,14.627
83.990491,34.083317,13.574,14.621
84.026471,34.303724,14.118,14.616
84.163115,34.103833,13.78,14.612
83.879296,34.325602,13.88,14.602
84.153584,34.240997,13.848,14.595
84.080387,34.133318,13.985,14.57
83.853902,34.101806,13.985,14.564
84.386886,34.158513,13.624,14.558
84.172897,34.157557,13.937,14.536
84.046922,34.036161,14.016,14.53
83.944934,34.196963,13.763,14.529
84.074761,34.153792,13.959,14.518
83.857357,34.284381,13.769,14.499
83.886917,34.153587,13.781,14.471
84.015026,34.222389,13.849,14.455
84.005947,34.385643,13.846,14.44
84.187165,34.248207,13.776,14.436
83.784525,34.248636,13.771,14.399
83.872199,33.980556,13.499,14.368
84.357179,34.142917,13.459,14.325
84.01581,34.181363,12.998,14.325
84.095524,33.988846,13.374,14.278
84.182238,33.918501,13.703,14.261
84.206263,34.101004,12.948,14.248
83.822627,34.055607,13.135,14.245
84.008773,34.236536,13.565,14.235
83.9969,34.065746,13.044,14.222
83.843379,34.254982,13.742,14.22
84.143112,34.230999,13.706,14.219
84.144475,33.946887,13.56,14.21
84.253965,33.973254,13.625,14.207
84.27354,34.160098,13.502,14.205
84.096606,34.210897,13.705,14.198
83.864645,34.203963,13.677,14.197
84.022423,34.231383,13.667,14.183
84.140995,34.134257,13.639,14.182
84.209368,33.948818,12.75,14.18
84.241173,34.011643,12.777,14.174
84.206199,34.101199,12.95,14.172
84.384121,34.146772,12.298,14.17
83.977187,34.278748,13.607,14.148
83.920797,34.030666,13.379,14.147
84.352756,34.216128,13.391,14.142
83.814896,34.179581,13.611,14.141
84.055902,34.156712,13.527,14.137
83.895014,34.083133,13.571,14.126
84.245608,33.930907,13.511,14.126
84.055091,34.099273,13.506,14.116
84.34587,34.055966,13.479,14.11
84.324471,34.243738,13.456,14.107
84.153445,34.052486,13.538,14.089
83.928235,34.048954,13.395,14.076
83.955613,34.046982,13.252,14.069
83.926102,34.068165,13.473,14.064
83.861594,34.11243,13.647,14.053
83.878167,34.190106,13.391,14.036
84.041721,34.26006,13.558,14.01
84.051175,34.093778,13.533,14.004
84.022416,34.100007,13.518,13.998
84.117256,34.292602,13.346,13.995
84.07197,34.253426,13.111,13.976
84.056946,34.21182,13.33,13.944
84.165626,34.112355,13.476,13.943
84.07396,33.995589,12.567,13.941
84.033483,34.164784,13.483,13.926
83.948187,34.203901,13.203,13.918
83.968341,34.149229,13.456,13.902
84.070519,34.004598,13.43,13.868
84.163922,34.057986,13.247,13.85
83.982428,33.949573,13.357,13.848
84.351256,34.125575,12.497,13.82
83.904969,33.940427,13.075,13.8
83.804629,34.135709,13.044,13.771
84.114734,33.908254,13.051,13.759
83.80598,34.024775,13.094,13.756
84.139778,34.108518,12.9,13.756
84.23341,33.909906,13.09,13.744
84.300794,34.244433,13.226,13.74
84.159867,34.247779,13.336,13.725
84.236752,34.195011,13.287,13.719
84.034672,34.169618,13.318,13.711
84.314964,33.980029,13.27,13.696
83.923511,34.246891,13.128,13.695
84.048271,34.158907,12.997,13.69
83.94426,33.921107,13.129,13.67
84.218163,33.898331,13.179,13.654
84.139622,34.079667,13.002,13.649
84.084451,34.075747,13.207,13.644
84.207319,34.094913,12.929,13.605
84.309612,34.213261,13.194,13.599
84.02835,34.112783,13.175,13.598
84.273551,34.191677,12.1,13.595
84.096802,33.912905,12.481,13.524
83.807055,34.201297,13.156,13.509
84.166353,33.924884,12.732,13.502
84.012987,34.18682,13.134,13.497
84.106908,34.191784,13.077,13.487
83.943978,34.165879,12.817,13.469
84.279038,34.101511,13.064,13.459
84.097041,33.903596,13.015,13.45
83.967091,34.127369,13.092,13.426
83.759778,34.125304,12.226,13.415
84.205171,34.337566,12.27,13.393
84.151082,33.934188,12.708,13.382
84.065886,34.296471,13.006,13.299
83.974025,34.030508,12.845,13.298
84.014943,34.260152,12.955,13.254
84.225248,34.057207,12.451,13.249
84.030818,34.386971,12.761,13.245
84.138793,34.375191,12.058,13.232
84.071535,34.311899,12.881,13.166
84.110601,34.105816,12.711,13.138
84.29053,33.978149,11.958,13.109
84.101501,34.140843,12.775,13.09
84.084799,34.135356,12.937,13.084
83.788041,34.152132,12.621,13.042
84.122238,34.135557,12.772,13.035
84.229298,34.197781,11.688,13.015
83.938473,34.338748,12.843,13.01
84.133837,34.228035,12.723,12.977
84.170309,34.129692,12.646,12.969
84.275422,34.209214,12.495,12.969
84.188516,34.096502,12.596,12.874
83.918064,34.102099,12.599,12.865
83.967042,34.075977,12.394,12.861
83.944423,33.926557,12.294,12.857
83.95355,34.241814,12.266,12.854
83.889922,34.139305,12.375,12.816
83.998377,34.032159,12.461,12.785
84.154702,34.324984,12.366,12.769
84.276503,33.989982,12.333,12.761
84.12846,34.101717,12.434,12.727
84.086754,34.114583,12.391,12.691
84.157421,33.961104,12.38,12.689
84.141248,34.12151,12.375,12.642
83.954546,34.198874,12.388,12.635
84.077421,34.179311,12.269,12.633
84.08351,34.10312,12.333,12.616
84.138565,33.879157,12.319,12.599
83.823761,33.943104,12.197,12.564
84.129439,34.375074,11.909,12.561
84.065,34.056905,12.249,12.531
83.876032,34.18299,12.259,12.508
83.970672,34.042802,12.022,12.481
84.166804,34.331103,12.069,12.455
84.151846,34.071262,12.185,12.444
83.791994,34.048275,11.57,12.417
83.863308,33.971886,11.82,12.398
83.939459,34.006343,12.081,12.375
84.302912,34.170841,10.895,12.373
84.122166,34.07148,12.115,12.365
84.06938,34.083495,12.08,12.32
83.869013,34.28452,10.439,12.239
84.117066,34.129984,11.972,12.233
84.088284,34.054799,11.937,12.231
84.06107,34.272078,12.046,12.201
83.851136,34.281939,11.967,12.179
84.009195,34.078048,11.763,12.164
84.152634,34.173423,11.879,12.148
84.010891,34.101962,11.898,12.081
84.246188,34.30716,11.727,12.061
84.118186,34.12258,11.821,12.048
84.223704,34.075108,11.286,12.014
84.03437,34.239115,10.938,12.013
83.885145,34.171979,11.809,11.997
84.087068,34.211872,11.687,11.891
84.032307,34.156889,11.565,11.864
84.083068,34.203946,11.44,11.813
84.065721,34.238267,11.3,11.808
83.965227,34.175658,11.477,11.679
84.033283,33.924162,11.421,11.679
84.04815,34.118401,11.329,11.519
84.097991,34.002706,11.292,11.5
84.008461,34.154638,11.195,11.431
84.091625,34.120124,11.19,11.42
84.020589,33.999918,11.111,11.385
84.294626,34.211421,10.953,11.36
83.939204,34.126095,10.831,11.358
83.926337,34.18185,11.213,11.335
84.024675,34.200901,10.882,11.012
84.05243,34.149516,10.739,10.919
84.144944,34.065337,10.654,10.832
84.089242,34.16204,10.661,10.795
83.997018,34.174191,10.593,10.779
84.01372,34.168772,10.606,10.764
84.229483,34.097375,10.54,10.73
84.260941,34.230225,10.32,10.703
84.01354,34.060363,10.485,10.674
84.030065,34.134184,10.402,10.614
84.289175,34.095369,10.373,10.6
84.040818,34.193149,10.308,10.456
84.211551,34.136877,10.193,10.395
83.86883,33.929599,10.044,10.352
84.010001,34.1141,10.006,10.095
